,index,player,Conceded,Scored,PlusMinus,Team,GameID,HomeAway
0,0,Bryn Forbes,34.0,31.0,-3.0,SAS,"=""0021700502""",Home
1,1,Danny Green,51.0,46.0,-5.0,SAS,"=""0021700502""",Home
2,2,Davis Bertans,9.0,5.0,-4.0,SAS,"=""0021700502""",Home
3,3,Dejounte Murray,10.0,9.0,-1.0,SAS,"=""0021700502""",Home
4,4,Joffrey Lauvergne,8.0,5.0,-3.0,SAS,"=""0021700502""",Home
5,5,Kawhi Leonard,48.0,65.0,17.0,SAS,"=""0021700502""",Home
6,6,Kyle Anderson,29.0,39.0,10.0,SAS,"=""0021700502""",Home
7,7,LaMarcus Aldridge,72.0,80.0,8.0,SAS,"=""0021700502""",Home
8,8,Manu Ginobili,45.0,54.0,9.0,SAS,"=""0021700502""",Home
9,9,Patty Mills,51.0,57.0,6.0,SAS,"=""0021700502""",Home
10,10,Pau Gasol,57.0,68.0,11.0,SAS,"=""0021700502""",Home
11,11,Rudy Gay,27.0,36.0,9.0,SAS,"=""0021700502""",Home
12,12,Tony Parker,44.0,50.0,6.0,SAS,"=""0021700502""",Home
0,0,Brandon Paul,40.0,65.0,25.0,SAS,"=""0021700183""",Home
1,1,Bryn Forbes,73.0,95.0,22.0,SAS,"=""0021700183""",Home
2,2,Darrun Hilliard,31.0,44.0,13.0,SAS,"=""0021700183""",Home
3,3,Davis Bertans,44.0,56.0,12.0,SAS,"=""0021700183""",Home
4,4,Dejounte Murray,36.0,67.0,31.0,SAS,"=""0021700183""",Home
5,5,Kyle Anderson,52.0,68.0,16.0,SAS,"=""0021700183""",Home
6,6,LaMarcus Aldridge,45.0,61.0,16.0,SAS,"=""0021700183""",Home
7,7,Matt Costello,24.0,31.0,7.0,SAS,"=""0021700183""",Home
8,8,Patty Mills,50.0,60.0,10.0,SAS,"=""0021700183""",Home
9,9,Pau Gasol,52.0,73.0,21.0,SAS,"=""0021700183""",Home
10,10,Rudy Gay,23.0,45.0,22.0,SAS,"=""0021700183""",Home
0,0,Brandon Paul,20.0,13.0,-7.0,SAS,21700173,Home
1,1,Bryn Forbes,31.0,27.0,-4.0,SAS,21700173,Home
2,2,Danny Green,52.0,55.0,3.0,SAS,21700173,Home
3,3,Davis Bertans,1.0,,-1.0,SAS,21700173,Home
4,4,Dejounte Murray,19.0,13.0,-6.0,SAS,21700173,Home
5,5,Kyle Anderson,65.0,69.0,4.0,SAS,21700173,Home
6,6,LaMarcus Aldridge,68.0,71.0,3.0,SAS,21700173,Home
7,7,Manu Ginobili,46.0,40.0,-6.0,SAS,21700173,Home
8,8,Patty Mills,70.0,72.0,2.0,SAS,21700173,Home
9,9,Pau Gasol,44.0,38.0,-6.0,SAS,21700173,Home
10,10,Rudy Gay,54.0,37.0,-17.0,SAS,21700173,Home
0,0,Bryn Forbes,29.0,34.0,5.0,SAS,21701085,Home
1,1,Danny Green,55.0,63.0,8.0,SAS,21701085,Home
2,2,Davis Bertans,15.0,14.0,-1.0,SAS,21701085,Home
3,3,Dejounte Murray,65.0,75.0,10.0,SAS,21701085,Home
4,4,Kyle Anderson,62.0,65.0,3.0,SAS,21701085,Home
5,5,LaMarcus Aldridge,95.0,103.0,8.0,SAS,21701085,Home
6,6,Manu Ginobili,75.0,68.0,-7.0,SAS,21701085,Home
7,7,Patty Mills,94.0,100.0,6.0,SAS,21701085,Home
8,8,Pau Gasol,25.0,21.0,-4.0,SAS,21701085,Home
9,9,Rudy Gay,54.0,54.0,0.0,SAS,21701085,Home
10,10,Tony Parker,31.0,23.0,-8.0,SAS,21701085,Home
0,0,Bryn Forbes,22.0,26.0,4.0,SAS,"=""0021700976""",Away
1,1,Danny Green,58.0,50.0,-8.0,SAS,"=""0021700976""",Away
2,2,Davis Bertans,57.0,59.0,2.0,SAS,"=""0021700976""",Away
3,3,Dejounte Murray,59.0,60.0,1.0,SAS,"=""0021700976""",Away
4,4,Joffrey Lauvergne,27.0,29.0,2.0,SAS,"=""0021700976""",Away
5,5,Kyle Anderson,68.0,68.0,0.0,SAS,"=""0021700976""",Away
6,6,LaMarcus Aldridge,83.0,78.0,-5.0,SAS,"=""0021700976""",Away
7,7,Manu Ginobili,21.0,14.0,-7.0,SAS,"=""0021700976""",Away
8,8,Patty Mills,64.0,64.0,0.0,SAS,"=""0021700976""",Away
9,9,Rudy Gay,42.0,42.0,0.0,SAS,"=""0021700976""",Away
10,10,Tony Parker,49.0,45.0,-4.0,SAS,"=""0021700976""",Away
0,0,Brandon Paul,37.0,39.0,2.0,SAS,"=""0021700086""",Away
1,1,Bryn Forbes,5.0,10.0,5.0,SAS,"=""0021700086""",Away
2,2,Danny Green,67.0,58.0,-9.0,SAS,"=""0021700086""",Away
3,3,Davis Bertans,5.0,6.0,1.0,SAS,"=""0021700086""",Away
4,4,Dejounte Murray,43.0,36.0,-7.0,SAS,"=""0021700086""",Away
5,5,Kyle Anderson,57.0,42.0,-15.0,SAS,"=""0021700086""",Away
6,6,LaMarcus Aldridge,81.0,66.0,-15.0,SAS,"=""0021700086""",Away
7,7,Manu Ginobili,38.0,43.0,5.0,SAS,"=""0021700086""",Away
8,8,Patty Mills,54.0,58.0,4.0,SAS,"=""0021700086""",Away
9,9,Pau Gasol,55.0,65.0,10.0,SAS,"=""0021700086""",Away
10,10,Rudy Gay,43.0,47.0,4.0,SAS,"=""0021700086""",Away
0,0,Bryn Forbes,34.0,34.0,0.0,SAS,"=""0021701174""",Away
1,1,Danny Green,50.0,46.0,-4.0,SAS,"=""0021701174""",Away
2,2,Davis Bertans,11.0,12.0,1.0,SAS,"=""0021701174""",Away
3,3,Dejounte Murray,89.0,89.0,0.0,SAS,"=""0021701174""",Away
4,4,Kyle Anderson,85.0,72.0,-13.0,SAS,"=""0021701174""",Away
5,5,LaMarcus Aldridge,96.0,103.0,7.0,SAS,"=""0021701174""",Away
6,6,Patty Mills,83.0,72.0,-11.0,SAS,"=""0021701174""",Away
7,7,Pau Gasol,72.0,58.0,-14.0,SAS,"=""0021701174""",Away
8,8,Rudy Gay,57.0,51.0,-6.0,SAS,"=""0021701174""",Away
9,9,Tony Parker,33.0,23.0,-10.0,SAS,"=""0021701174""",Away
0,0,Brandon Paul,,2.0,2.0,SAS,"=""0021700737""",Home
1,1,Bryn Forbes,54.0,70.0,16.0,SAS,"=""0021700737""",Home
2,2,Danny Green,18.0,17.0,-1.0,SAS,"=""0021700737""",Home
3,3,Darrun Hilliard,12.0,17.0,5.0,SAS,"=""0021700737""",Home
4,4,Davis Bertans,47.0,54.0,7.0,SAS,"=""0021700737""",Home
5,5,Dejounte Murray,55.0,62.0,7.0,SAS,"=""0021700737""",Home
6,6,Joffrey Lauvergne,10.0,10.0,0.0,SAS,"=""0021700737""",Home
7,7,Kyle Anderson,37.0,41.0,4.0,SAS,"=""0021700737""",Home
8,8,LaMarcus Aldridge,62.0,76.0,14.0,SAS,"=""0021700737""",Home
9,9,Manu Ginobili,59.0,66.0,7.0,SAS,"=""0021700737""",Home
10,10,Patty Mills,49.0,48.0,-1.0,SAS,"=""0021700737""",Home
11,11,Pau Gasol,44.0,53.0,9.0,SAS,"=""0021700737""",Home
12,12,Tony Parker,43.0,49.0,6.0,SAS,"=""0021700737""",Home
0,0,Brandon Paul,,3.0,3.0,SAS,"=""0021701042""",Home
1,1,Bryn Forbes,33.0,44.0,11.0,SAS,"=""0021701042""",Home
2,2,Danny Green,73.0,75.0,2.0,SAS,"=""0021701042""",Home
3,3,Davis Bertans,,2.0,2.0,SAS,"=""0021701042""",Home
4,4,Dejounte Murray,57.0,55.0,-2.0,SAS,"=""0021701042""",Home
5,5,Joffrey Lauvergne,,2.0,2.0,SAS,"=""0021701042""",Home
6,6,Kyle Anderson,35.0,23.0,-12.0,SAS,"=""0021701042""",Home
7,7,LaMarcus Aldridge,77.0,84.0,7.0,SAS,"=""0021701042""",Home
8,8,Manu Ginobili,32.0,42.0,10.0,SAS,"=""0021701042""",Home
9,9,Patty Mills,68.0,76.0,8.0,SAS,"=""0021701042""",Home
10,10,Pau Gasol,48.0,71.0,23.0,SAS,"=""0021701042""",Home
11,11,Rudy Gay,42.0,52.0,10.0,SAS,"=""0021701042""",Home
12,12,Tony Parker,40.0,56.0,16.0,SAS,"=""0021701042""",Home
0,0,Brandon Paul,17.0,6.0,-11.0,SAS,"=""0021700210""",Away
1,1,Bryn Forbes,49.0,35.0,-14.0,SAS,"=""0021700210""",Away
2,2,Danny Green,62.0,56.0,-6.0,SAS,"=""0021700210""",Away
3,3,Davis Bertans,6.0,2.0,-4.0,SAS,"=""0021700210""",Away
4,4,Dejounte Murray,41.0,32.0,-9.0,SAS,"=""0021700210""",Away
5,5,Joffrey Lauvergne,24.0,22.0,-2.0,SAS,"=""0021700210""",Away
6,6,Kyle Anderson,54.0,42.0,-12.0,SAS,"=""0021700210""",Away
7,7,LaMarcus Aldridge,52.0,52.0,0.0,SAS,"=""0021700210""",Away
8,8,Manu Ginobili,38.0,32.0,-6.0,SAS,"=""0021700210""",Away
9,9,Patty Mills,57.0,54.0,-3.0,SAS,"=""0021700210""",Away
10,10,Pau Gasol,50.0,54.0,4.0,SAS,"=""0021700210""",Away
11,11,Rudy Gay,40.0,43.0,3.0,SAS,"=""0021700210""",Away
0,0,Bryn Forbes,41.0,48.0,7.0,SAS,"=""0021700655""",Away
1,1,Danny Green,59.0,54.0,-5.0,SAS,"=""0021700655""",Away
2,2,Davis Bertans,38.0,44.0,6.0,SAS,"=""0021700655""",Away
3,3,Dejounte Murray,46.0,51.0,5.0,SAS,"=""0021700655""",Away
4,4,Joffrey Lauvergne,7.0,8.0,1.0,SAS,"=""0021700655""",Away
5,5,Kyle Anderson,51.0,48.0,-3.0,SAS,"=""0021700655""",Away
6,6,LaMarcus Aldridge,75.0,87.0,12.0,SAS,"=""0021700655""",Away
7,7,Patty Mills,47.0,57.0,10.0,SAS,"=""0021700655""",Away
8,8,Pau Gasol,63.0,55.0,-8.0,SAS,"=""0021700655""",Away
9,9,Tony Parker,48.0,48.0,0.0,SAS,"=""0021700655""",Away
0,0,Brandon Paul,9.0,10.0,1.0,SAS,"=""0021700311""",Home
1,1,Bryn Forbes,43.0,32.0,-11.0,SAS,"=""0021700311""",Home
2,2,Danny Green,48.0,62.0,14.0,SAS,"=""0021700311""",Home
3,3,Davis Bertans,2.0,,-2.0,SAS,"=""0021700311""",Home
4,4,Dejounte Murray,10.0,7.0,-3.0,SAS,"=""0021700311""",Home
5,5,Kyle Anderson,55.0,63.0,8.0,SAS,"=""0021700311""",Home
6,6,LaMarcus Aldridge,70.0,86.0,16.0,SAS,"=""0021700311""",Home
7,7,Manu Ginobili,49.0,57.0,8.0,SAS,"=""0021700311""",Home
8,8,Patty Mills,55.0,62.0,7.0,SAS,"=""0021700311""",Home
9,9,Pau Gasol,53.0,56.0,3.0,SAS,"=""0021700311""",Home
10,10,Rudy Gay,49.0,47.0,-2.0,SAS,"=""0021700311""",Home
11,11,Tony Parker,32.0,38.0,6.0,SAS,"=""0021700311""",Home
0,0,Brandon Paul,2.0,4.0,2.0,SAS,"=""0021700990""",Away
1,1,Bryn Forbes,11.0,22.0,11.0,SAS,"=""0021700990""",Away
2,2,Danny Green,45.0,29.0,-16.0,SAS,"=""0021700990""",Away
3,3,Davis Bertans,47.0,42.0,-5.0,SAS,"=""0021700990""",Away
4,4,Dejounte Murray,61.0,55.0,-6.0,SAS,"=""0021700990""",Away
5,5,Joffrey Lauvergne,15.0,22.0,7.0,SAS,"=""0021700990""",Away
6,6,Kyle Anderson,49.0,42.0,-7.0,SAS,"=""0021700990""",Away
7,7,LaMarcus Aldridge,49.0,45.0,-4.0,SAS,"=""0021700990""",Away
8,8,Manu Ginobili,51.0,44.0,-7.0,SAS,"=""0021700990""",Away
9,9,Patty Mills,46.0,41.0,-5.0,SAS,"=""0021700990""",Away
10,10,Pau Gasol,51.0,40.0,-11.0,SAS,"=""0021700990""",Away
11,11,Rudy Gay,50.0,45.0,-5.0,SAS,"=""0021700990""",Away
12,12,Tony Parker,43.0,39.0,-4.0,SAS,"=""0021700990""",Away
0,0,Brandon Paul,40.0,38.0,-2.0,SAS,"=""0021700555""",Away
1,1,Bryn Forbes,90.0,95.0,5.0,SAS,"=""0021700555""",Away
2,2,Darrun Hilliard,20.0,9.0,-11.0,SAS,"=""0021700555""",Away
3,3,Davis Bertans,73.0,79.0,6.0,SAS,"=""0021700555""",Away
4,4,Dejounte Murray,35.0,17.0,-18.0,SAS,"=""0021700555""",Away
5,5,Derrick White,10.0,16.0,6.0,SAS,"=""0021700555""",Away
6,6,Joffrey Lauvergne,24.0,26.0,2.0,SAS,"=""0021700555""",Away
7,7,Kyle Anderson,77.0,74.0,-3.0,SAS,"=""0021700555""",Away
8,8,LaMarcus Aldridge,88.0,80.0,-8.0,SAS,"=""0021700555""",Away
9,9,Patty Mills,71.0,75.0,4.0,SAS,"=""0021700555""",Away
10,10,Pau Gasol,32.0,21.0,-11.0,SAS,"=""0021700555""",Away
0,0,Brandon Paul,40.0,52.0,12.0,SAS,"=""0021700059""",Away
1,1,Bryn Forbes,9.0,4.0,-5.0,SAS,"=""0021700059""",Away
2,2,Danny Green,66.0,86.0,20.0,SAS,"=""0021700059""",Away
3,3,Dejounte Murray,40.0,47.0,7.0,SAS,"=""0021700059""",Away
4,4,Kyle Anderson,50.0,53.0,3.0,SAS,"=""0021700059""",Away
5,5,LaMarcus Aldridge,76.0,91.0,15.0,SAS,"=""0021700059""",Away
6,6,Manu Ginobili,54.0,65.0,11.0,SAS,"=""0021700059""",Away
7,7,Patty Mills,66.0,70.0,4.0,SAS,"=""0021700059""",Away
8,8,Pau Gasol,39.0,41.0,2.0,SAS,"=""0021700059""",Away
9,9,Rudy Gay,60.0,76.0,16.0,SAS,"=""0021700059""",Away
0,0,Bryn Forbes,24.0,20.0,-4.0,SAS,"=""0021700845""",Away
1,1,Danny Green,58.0,67.0,9.0,SAS,"=""0021700845""",Away
2,2,Davis Bertans,58.0,55.0,-3.0,SAS,"=""0021700845""",Away
3,3,Dejounte Murray,58.0,54.0,-4.0,SAS,"=""0021700845""",Away
4,4,Joffrey Lauvergne,34.0,38.0,4.0,SAS,"=""0021700845""",Away
5,5,Kyle Anderson,75.0,63.0,-12.0,SAS,"=""0021700845""",Away
6,6,Manu Ginobili,48.0,49.0,1.0,SAS,"=""0021700845""",Away
7,7,Patty Mills,52.0,51.0,-1.0,SAS,"=""0021700845""",Away
8,8,Pau Gasol,67.0,61.0,-6.0,SAS,"=""0021700845""",Away
9,9,Tony Parker,31.0,37.0,6.0,SAS,"=""0021700845""",Away
0,0,Brandon Paul,31.0,22.0,-9.0,SAS,21700435,Home
1,1,Bryn Forbes,65.0,65.0,0.0,SAS,21700435,Home
2,2,Darrun Hilliard,12.0,16.0,4.0,SAS,21700435,Home
3,3,Davis Bertans,46.0,61.0,15.0,SAS,21700435,Home
4,4,Dejounte Murray,45.0,45.0,0.0,SAS,21700435,Home
5,5,Derrick White,,1.0,1.0,SAS,21700435,Home
6,6,Joffrey Lauvergne,26.0,29.0,3.0,SAS,21700435,Home
7,7,LaMarcus Aldridge,71.0,67.0,-4.0,SAS,21700435,Home
8,8,Manu Ginobili,41.0,51.0,10.0,SAS,21700435,Home
9,9,Patty Mills,44.0,52.0,8.0,SAS,21700435,Home
10,10,Pau Gasol,36.0,26.0,-10.0,SAS,21700435,Home
11,11,Rudy Gay,63.0,55.0,-8.0,SAS,21700435,Home
0,0,Brandon Paul,2.0,5.0,3.0,SAS,"=""0021700686""",Home
1,1,Bryn Forbes,47.0,46.0,-1.0,SAS,"=""0021700686""",Home
2,2,Danny Green,42.0,34.0,-8.0,SAS,"=""0021700686""",Home
3,3,Davis Bertans,43.0,34.0,-9.0,SAS,"=""0021700686""",Home
4,4,Dejounte Murray,50.0,53.0,3.0,SAS,"=""0021700686""",Home
5,5,Derrick White,2.0,5.0,3.0,SAS,"=""0021700686""",Home
6,6,Kyle Anderson,66.0,65.0,-1.0,SAS,"=""0021700686""",Home
7,7,LaMarcus Aldridge,67.0,60.0,-7.0,SAS,"=""0021700686""",Home
8,8,Patty Mills,48.0,38.0,-10.0,SAS,"=""0021700686""",Home
9,9,Pau Gasol,59.0,57.0,-2.0,SAS,"=""0021700686""",Home
10,10,Tony Parker,44.0,33.0,-11.0,SAS,"=""0021700686""",Home
0,0,Brandon Paul,59.0,65.0,6.0,SAS,"=""0021700141""",Home
1,1,Bryn Forbes,55.0,61.0,6.0,SAS,"=""0021700141""",Home
2,2,Danny Green,46.0,53.0,7.0,SAS,"=""0021700141""",Home
3,3,Darrun Hilliard,22.0,9.0,-13.0,SAS,"=""0021700141""",Home
4,4,Davis Bertans,16.0,9.0,-7.0,SAS,"=""0021700141""",Home
5,5,Dejounte Murray,47.0,46.0,-1.0,SAS,"=""0021700141""",Home
6,6,Kyle Anderson,40.0,49.0,9.0,SAS,"=""0021700141""",Home
7,7,LaMarcus Aldridge,53.0,74.0,21.0,SAS,"=""0021700141""",Home
8,8,Patty Mills,48.0,66.0,18.0,SAS,"=""0021700141""",Home
9,9,Pau Gasol,48.0,66.0,18.0,SAS,"=""0021700141""",Home
10,10,Rudy Gay,41.0,62.0,21.0,SAS,"=""0021700141""",Home
0,0,Bryn Forbes,41.0,38.0,-3.0,SAS,"=""0021700781""",Home
1,1,Danny Green,77.0,78.0,1.0,SAS,"=""0021700781""",Home
2,2,Darrun Hilliard,12.0,12.0,0.0,SAS,"=""0021700781""",Home
3,3,Davis Bertans,39.0,40.0,1.0,SAS,"=""0021700781""",Home
4,4,Dejounte Murray,55.0,47.0,-8.0,SAS,"=""0021700781""",Home
5,5,Joffrey Lauvergne,1.0,2.0,1.0,SAS,"=""0021700781""",Home
6,6,Kyle Anderson,50.0,37.0,-13.0,SAS,"=""0021700781""",Home
7,7,LaMarcus Aldridge,87.0,73.0,-14.0,SAS,"=""0021700781""",Home
8,8,Manu Ginobili,64.0,60.0,-4.0,SAS,"=""0021700781""",Home
9,9,Patty Mills,64.0,59.0,-5.0,SAS,"=""0021700781""",Home
10,10,Pau Gasol,54.0,51.0,-3.0,SAS,"=""0021700781""",Home
11,11,Tony Parker,56.0,58.0,2.0,SAS,"=""0021700781""",Home
0,0,Brandon Paul,26.0,26.0,0.0,SAS,21700810,Away
1,1,Bryn Forbes,50.0,60.0,10.0,SAS,21700810,Away
2,2,Danny Green,32.0,53.0,21.0,SAS,21700810,Away
3,3,Davis Bertans,48.0,68.0,20.0,SAS,21700810,Away
4,4,Dejounte Murray,18.0,39.0,21.0,SAS,21700810,Away
5,5,Derrick White,31.0,32.0,1.0,SAS,21700810,Away
6,6,Joffrey Lauvergne,33.0,41.0,8.0,SAS,21700810,Away
7,7,Kyle Anderson,27.0,47.0,20.0,SAS,21700810,Away
8,8,LaMarcus Aldridge,38.0,71.0,33.0,SAS,21700810,Away
9,9,Manu Ginobili,20.0,49.0,29.0,SAS,21700810,Away
10,10,Patty Mills,22.0,51.0,29.0,SAS,21700810,Away
11,11,Pau Gasol,35.0,64.0,29.0,SAS,21700810,Away
12,12,Tony Parker,25.0,44.0,19.0,SAS,21700810,Away
0,0,Brandon Paul,10.0,7.0,-3.0,SAS,"=""0021700295""",Home
1,1,Bryn Forbes,46.0,23.0,-23.0,SAS,"=""0021700295""",Home
2,2,Danny Green,75.0,97.0,22.0,SAS,"=""0021700295""",Home
3,3,Davis Bertans,4.0,2.0,-2.0,SAS,"=""0021700295""",Home
4,4,Dejounte Murray,9.0,12.0,3.0,SAS,"=""0021700295""",Home
5,5,Joffrey Lauvergne,15.0,12.0,-3.0,SAS,"=""0021700295""",Home
6,6,Kyle Anderson,78.0,88.0,10.0,SAS,"=""0021700295""",Home
7,7,LaMarcus Aldridge,86.0,101.0,15.0,SAS,"=""0021700295""",Home
8,8,Manu Ginobili,36.0,32.0,-4.0,SAS,"=""0021700295""",Home
9,9,Patty Mills,72.0,68.0,-4.0,SAS,"=""0021700295""",Home
10,10,Pau Gasol,82.0,98.0,16.0,SAS,"=""0021700295""",Home
11,11,Tony Parker,27.0,35.0,8.0,SAS,"=""0021700295""",Home
0,0,Brandon Paul,,3.0,3.0,SAS,"=""0021700348""",Home
1,1,Bryn Forbes,35.0,25.0,-10.0,SAS,"=""0021700348""",Home
2,2,Danny Green,67.0,59.0,-8.0,SAS,"=""0021700348""",Home
3,3,Davis Bertans,27.0,34.0,7.0,SAS,"=""0021700348""",Home
4,4,Dejounte Murray,17.0,21.0,4.0,SAS,"=""0021700348""",Home
5,5,LaMarcus Aldridge,70.0,68.0,-2.0,SAS,"=""0021700348""",Home
6,6,Manu Ginobili,48.0,60.0,12.0,SAS,"=""0021700348""",Home
7,7,Patty Mills,44.0,58.0,14.0,SAS,"=""0021700348""",Home
8,8,Pau Gasol,59.0,60.0,1.0,SAS,"=""0021700348""",Home
9,9,Rudy Gay,60.0,57.0,-3.0,SAS,"=""0021700348""",Home
10,10,Tony Parker,38.0,35.0,-3.0,SAS,"=""0021700348""",Home
0,0,Chandler Parsons,52.0,42.0,-10.0,MEM,"=""0021701119""",Home
1,1,Deyonta Davis,47.0,42.0,-5.0,MEM,"=""0021701119""",Home
2,2,Dillon Brooks,56.0,61.0,5.0,MEM,"=""0021701119""",Home
3,3,JaMychal Green,51.0,66.0,15.0,MEM,"=""0021701119""",Home
4,4,Jarell Martin,56.0,65.0,9.0,MEM,"=""0021701119""",Home
5,5,Kobi Simmons,72.0,63.0,-9.0,MEM,"=""0021701119""",Home
6,6,MarShon Brooks,50.0,58.0,8.0,MEM,"=""0021701119""",Home
7,7,Marc Gasol,42.0,42.0,0.0,MEM,"=""0021701119""",Home
8,8,Mario Chalmers,31.0,45.0,14.0,MEM,"=""0021701119""",Home
9,9,Wayne Selden,58.0,56.0,-2.0,MEM,"=""0021701119""",Home
0,0,Andrew Harrison,24.0,13.0,-11.0,MEM,21700145,Away
1,1,Brandan Wright,32.0,37.0,5.0,MEM,21700145,Away
2,2,Dillon Brooks,48.0,66.0,18.0,MEM,21700145,Away
3,3,James Ennis III,94.0,84.0,-10.0,MEM,21700145,Away
4,4,Jarell Martin,60.0,49.0,-11.0,MEM,21700145,Away
5,5,Marc Gasol,82.0,73.0,-9.0,MEM,21700145,Away
6,6,Mario Chalmers,49.0,51.0,2.0,MEM,21700145,Away
7,7,Mike Conley,70.0,65.0,-5.0,MEM,21700145,Away
8,8,Tyreke Evans,76.0,72.0,-4.0,MEM,21700145,Away
0,0,Ben McLemore,19.0,13.0,-6.0,MEM,"=""0021701024""",Home
1,1,Briante Weber,51.0,44.0,-7.0,MEM,"=""0021701024""",Home
2,2,Chandler Parsons,17.0,5.0,-12.0,MEM,"=""0021701024""",Home
3,3,Deyonta Davis,32.0,22.0,-10.0,MEM,"=""0021701024""",Home
4,4,Dillon Brooks,64.0,69.0,5.0,MEM,"=""0021701024""",Home
5,5,JaMychal Green,84.0,98.0,14.0,MEM,"=""0021701024""",Home
6,6,Jarell Martin,66.0,68.0,2.0,MEM,"=""0021701024""",Home
7,7,Kobi Simmons,17.0,10.0,-7.0,MEM,"=""0021701024""",Home
8,8,Marc Gasol,79.0,88.0,9.0,MEM,"=""0021701024""",Home
9,9,Tyreke Evans,76.0,90.0,14.0,MEM,"=""0021701024""",Home
10,10,Wayne Selden,50.0,43.0,-7.0,MEM,"=""0021701024""",Home
0,0,Andrew Harrison,30.0,27.0,-3.0,MEM,"=""0021700436""",Home
1,1,Ben McLemore,17.0,5.0,-12.0,MEM,"=""0021700436""",Home
2,2,Deyonta Davis,22.0,22.0,0.0,MEM,"=""0021700436""",Home
3,3,Dillon Brooks,70.0,74.0,4.0,MEM,"=""0021700436""",Home
4,4,JaMychal Green,63.0,53.0,-10.0,MEM,"=""0021700436""",Home
5,5,James Ennis III,32.0,18.0,-14.0,MEM,"=""0021700436""",Home
6,6,Jarell Martin,39.0,40.0,1.0,MEM,"=""0021700436""",Home
7,7,Kobi Simmons,24.0,29.0,5.0,MEM,"=""0021700436""",Home
8,8,Marc Gasol,76.0,68.0,-8.0,MEM,"=""0021700436""",Home
9,9,Mario Chalmers,63.0,46.0,-17.0,MEM,"=""0021700436""",Home
10,10,Tyreke Evans,74.0,82.0,8.0,MEM,"=""0021700436""",Home
11,11,Vincent Hunter,,1.0,1.0,MEM,"=""0021700436""",Home
0,0,Andrew Harrison,80.0,82.0,2.0,MEM,"=""0021700861""",Home
1,1,Ben McLemore,26.0,34.0,8.0,MEM,"=""0021700861""",Home
2,2,Chandler Parsons,46.0,25.0,-21.0,MEM,"=""0021700861""",Home
3,3,Deyonta Davis,45.0,43.0,-2.0,MEM,"=""0021700861""",Home
4,4,Dillon Brooks,84.0,93.0,9.0,MEM,"=""0021700861""",Home
5,5,JaMychal Green,50.0,40.0,-10.0,MEM,"=""0021700861""",Home
6,6,Jarell Martin,79.0,78.0,-1.0,MEM,"=""0021700861""",Home
7,7,Marc Gasol,76.0,71.0,-5.0,MEM,"=""0021700861""",Home
8,8,Mario Chalmers,50.0,36.0,-14.0,MEM,"=""0021700861""",Home
9,9,Tyreke Evans,69.0,68.0,-1.0,MEM,"=""0021700861""",Home
0,0,Ben McLemore,57.0,34.0,-23.0,MEM,"=""0021701072""",Away
1,1,Briante Weber,62.0,35.0,-27.0,MEM,"=""0021701072""",Away
2,2,Brice Johnson,46.0,17.0,-29.0,MEM,"=""0021701072""",Away
3,3,Deyonta Davis,55.0,47.0,-8.0,MEM,"=""0021701072""",Away
4,4,Dillon Brooks,52.0,25.0,-27.0,MEM,"=""0021701072""",Away
5,5,Ivan Rabb,25.0,10.0,-15.0,MEM,"=""0021701072""",Away
6,6,JaMychal Green,67.0,43.0,-24.0,MEM,"=""0021701072""",Away
7,7,Jarell Martin,95.0,51.0,-44.0,MEM,"=""0021701072""",Away
8,8,Kobi Simmons,73.0,40.0,-33.0,MEM,"=""0021701072""",Away
9,9,Mario Chalmers,40.0,24.0,-16.0,MEM,"=""0021701072""",Away
10,10,Tyreke Evans,53.0,34.0,-19.0,MEM,"=""0021701072""",Away
11,11,Wayne Selden,75.0,35.0,-40.0,MEM,"=""0021701072""",Away
0,0,Andrew Harrison,63.0,62.0,-1.0,MEM,"=""0021700898""",Away
1,1,Ben McLemore,33.0,25.0,-8.0,MEM,"=""0021700898""",Away
2,2,Brice Johnson,4.0,7.0,3.0,MEM,"=""0021700898""",Away
3,3,Deyonta Davis,32.0,25.0,-7.0,MEM,"=""0021700898""",Away
4,4,Dillon Brooks,66.0,66.0,0.0,MEM,"=""0021700898""",Away
5,5,Ivan Rabb,34.0,24.0,-10.0,MEM,"=""0021700898""",Away
6,6,JaMychal Green,75.0,67.0,-8.0,MEM,"=""0021700898""",Away
7,7,Jarell Martin,73.0,72.0,-1.0,MEM,"=""0021700898""",Away
8,8,Marc Gasol,73.0,66.0,-7.0,MEM,"=""0021700898""",Away
9,9,Mario Chalmers,55.0,43.0,-12.0,MEM,"=""0021700898""",Away
10,10,Myke Henry,37.0,33.0,-4.0,MEM,"=""0021700898""",Away
0,0,Andrew Harrison,40.0,20.0,-20.0,MEM,"=""0021700080""",Home
1,1,Brandan Wright,18.0,30.0,12.0,MEM,"=""0021700080""",Home
2,2,Chandler Parsons,35.0,53.0,18.0,MEM,"=""0021700080""",Home
3,3,Deyonta Davis,9.0,5.0,-4.0,MEM,"=""0021700080""",Home
4,4,Dillon Brooks,55.0,85.0,30.0,MEM,"=""0021700080""",Home
5,5,Ivan Rabb,6.0,3.0,-3.0,MEM,"=""0021700080""",Home
6,6,James Ennis III,51.0,56.0,5.0,MEM,"=""0021700080""",Home
7,7,Jarell Martin,37.0,23.0,-14.0,MEM,"=""0021700080""",Home
8,8,Marc Gasol,62.0,68.0,6.0,MEM,"=""0021700080""",Home
